S/N,Level,Type,Part No,Part Rev,Part Status,Latest,Nomenclature,Drawing Sheets,Instance ID,Instance ID 총수량(D/L DB),Instance ID 총수량(ALL DB),Qty,NextPart
34596,7,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85H6500-101
34597,7,Material,MS20995C32.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,85H6500-101
34598,7,Standard,MS21042L3,-,Release,T,NUT,,,,,4.0,85H6500-101
34599,7,Standard,MS28775-010,-,Release,T,PACKING,,,,,2.0,85H6500-101
34600,7,Standard,MS28778-4,-,Release,T,PACKING,,,,,2.0,85H6500-101
34601,7,Standard,MS28778-5,-,Release,T,PACKING,,,,,4.0,85H6500-101
34602,7,Standard,MS28889-2,-,Release,T,VALVE,,,,,2.0,85H6500-101
34603,7,Standard,NAS1149D0332K,-,Release,T,WASHER,,,,,4.0,85H6500-101
34604,7,Standard,NAS1581C3T4,-,Release,T,BOLT,,,,,4.0,85H6500-101
34606,7,General,85H6581-001,-,Release,T,"TUBE,ASSY OF",,85H6181-001,,3.0,1.0,85H6501-501
34616,7,General,85H6581-011,-,Release,T,"TUBE,ASSY OF",,85H6181-011,,2.0,1.0,85H6501-501
34626,7,General,85H6581-021,-,Release,T,"TUBE,ASSY OF",,85H6181-021,,2.0,1.0,85H6501-501
34635,7,General,85H6581-031,-,Release,T,"TUBE,ASSY OF",,85H6181-041,,2.0,1.0,85H6501-501
34644,7,General,85H6581-051,-,Release,T,"TUBE,ASSY OF",,85H6181-031,,3.0,1.0,85H6501-501
34653,7,General,85H6581-061,-,Release,T,"TUBE,ASSY OF",,85H6181-031,,3.0,1.0,85H6501-501
34662,7,General,85H6581-081,-,Release,T,"TUBE,ASSY OF",,85H6181-071,,2.0,1.0,85H6501-501
34671,7,General,85H6581-091,-,Release,T,"TUBE,ASSY OF",,85H6181-051,,2.0,1.0,85H6501-501
34680,7,General,85H6581-111,-,Release,T,"TUBE,ASSY OF",,85H6183-001,,3.0,1.0,85H6501-501
34690,7,General,85H6581-121,-,Release,T,"TUBE,ASSY OF",,85H6183-111,,2.0,1.0,85H6501-501
34700,7,General,85H6581-131,-,Release,T,"TUBE,ASSY OF",,85H6183-011,,4.0,1.0,85H6501-501
34709,7,General,85H6581-141,A,Release,T,"TUBE,ASSY OF",,85H6183-021,,3.0,1.0,85H6501-501
34718,7,General,85H6581-151,-,Release,T,"TUBE,ASSY OF",,85H6183-041,,2.0,1.0,85H6501-501
34727,7,General,85H6581-161,-,Release,T,"TUBE,ASSY OF",,85H6183-061,,2.0,1.0,85H6501-501
34737,7,General,85H6581-171,-,Release,T,"TUBE,ASSY OF",,85H6183-071,,4.0,1.0,85H6501-501
34747,7,General,85H6581-181,-,Release,T,"TUBE,ASSY OF",,85H6183-051,,3.0,1.0,85H6501-501
34756,7,General,85H6581-191,-,Release,T,"TUBE,ASSY OF",,85H6183-051,,3.0,1.0,85H6501-501
34765,7,General,85H6581-201,-,Release,T,"TUBE,ASSY OF",,85H6183-081,,2.0,1.0,85H6501-501
34775,7,General,85H6581-211,-,Release,T,"TUBE,ASSY OF",,85H6183-091,,4.0,1.0,85H6501-501
34785,7,General,85H6581-221,-,Release,T,"TUBE,ASSY OF",,85H6183-031,,2.0,1.0,85H6501-501
34794,7,General,85H6581-281,-,Release,T,"TUBE,ASSY OF",,85H6193-071,,2.0,1.0,85H6501-501
34804,7,General,85H6581-291,-,Release,T,"TUBE,ASSY OF",,85H6193-021,,3.0,1.0,85H6501-501
34814,7,General,85H6581-301,-,Release,T,"TUBE,ASSY OF",,85H6193-011,,2.0,1.0,85H6501-501
34823,7,General,85H6581-311,-,Release,T,"TUBE,ASSY OF",,85H6193-031,,2.0,1.0,85H6501-501
34833,7,General,85H6581-321,-,Release,T,"TUBE,ASSY OF",,85H6193-041,,4.0,1.0,85H6501-501
34843,7,General,85H6581-331,-,Release,T,"TUBE,ASSY OF",,85H6193-001,,3.0,1.0,85H6501-501
34852,7,General,85H6581-341,-,Release,T,"TUBE,ASSY OF",,85H6193-001,,3.0,1.0,85H6501-501
34861,7,General,85H6581-351,-,Release,T,"TUBE,ASSY OF",,85H6193-051,,2.0,1.0,85H6501-501
34871,7,General,85H6581-361,-,Release,T,"TUBE,ASSY OF",,85H6193-061,,4.0,1.0,85H6501-501
34881,7,General,85H6591-011,-,Release,T,"TUBE,ASSY OF",,85H6191-041,,2.0,1.0,85H6501-501
34890,7,General,85H6591-021,-,Release,T,"TUBE,ASSY OF",,85H6191-031,,3.0,1.0,85H6501-501
34899,7,General,85H6591-031,-,Release,T,"TUBE,ASSY OF",,85H6191-031,,3.0,1.0,85H6501-501
34908,7,General,85H6591-051,-,Release,T,"TUBE,ASSY OF",,85H6191-021,,2.0,1.0,85H6501-501
34917,7,General,85H6591-081,-,Release,T,"TUBE,ASSY OF",,85H6191-051,,2.0,1.0,85H6501-501
34926,7,General,85H6591-501,-,Release,T,"TUBE,ASSY OF",,85H6591-071,,4.0,1.0,85H6501-501
34936,7,General,85H6591-561,-,Release,T,"TUBE,ASSY OF",,85H6591-061,,3.0,1.0,85H6501-501
34946,7,Standard,85TV0001T6,-,Release,T,UNION,,,,,4.0,85H6501-501
34947,7,Standard,85TV0001T8,-,Release,T,UNION,,,,,1.0,85H6501-501
34948,7,Standard,85TV0004T6,-,Release,T,TEE,,,,,1.0,85H6501-501
34949,7,Standard,85TV0006T10,-,Release,T,ADAPTER,,,,,2.0,85H6501-501
34950,7,Standard,85TV0006T8,-,Release,T,ADAPTER,,,,,2.0,85H6501-501
34951,7,Standard,85TV0008T6,-,Release,T,ELBOW,,,,,2.0,85H6501-501
34952,7,Standard,85TV0033T060608,-,Release,T,TEE,,,,,3.0,85H6501-501
34953,7,Standard,85TV0033T080608,-,Release,T,TEE,,,,,1.0,85H6501-501
34954,7,Standard,85TV0033T100806,-,Release,T,TEE,,,,,1.0,85H6501-501
34955,7,Standard,85TV0033T100808,-,Release,T,TEE,,,,,1.0,85H6501-501
34956,7,Standard,85TV0034T06,-,Release,T,ELBOW,,,,,5.0,85H6501-501
34957,7,Standard,85TV0034T08,-,Release,T,ELBOW,,,,,3.0,85H6501-501
34958,7,Standard,85TV0054T1008,-,Release,T,ELBOW,,,,,1.0,85H6501-501
34959,7,Standard,85TV0062T6,-,Release,T,UNION,,,,,8.0,85H6501-501
34960,7,Standard,85TV1053B66-580,-,Release,T,VALVE,,,,,2.0,85H6501-501
34961,7,Standard,85TV1120-10,-,Release,T,NUT,,,,,2.0,85H6501-501
34962,7,Standard,85TV1120-6,-,Release,T,NUT,,,,,12.0,85H6501-501
34963,7,Standard,85TV1120-8,-,Release,T,NUT,,,,,1.0,85H6501-501
34964,7,Standard,85TV1180-63E,-,Release,T,SUPPORT,,,,,4.0,85H6501-501
34965,7,Standard,85TV1180-63P,-,Release,T,SUPPORT,,,,,4.0,85H6501-501
34966,7,Standard,85TV1180-84B,-,Release,T,SUPPORT,,,,,4.0,85H6501-501
34967,7,Standard,AS4223T06,-,Release,T,UNION,,,,,2.0,85H6501-501
34968,7,Standard,AS4223T08,-,Release,T,UNION,,,,,1.0,85H6501-501
34969,7,Standard,AS4223T10,-,Release,T,UNION,,,,,1.0,85H6501-501
34970,7,Standard,AS5003T10,-,Release,T,TEE,,,,,1.0,85H6501-501
34971,7,Standard,M85052/1-10,-,Release,T,CLAMP,,,,,4.0,85H6501-501
34972,7,Standard,M85052/1-6,-,Release,T,CLAMP,,,,,1.0,85H6501-501
34973,7,Standard,M85052/1-8,-,Release,T,CLAMP,,,,,5.0,85H6501-501
34974,7,Standard,MS35219-54,-,Release,T,SCREW,,,,,8.0,85H6501-501
34975,7,Standard,MS35219-55,-,Release,T,SCREW,,,,,1.0,85H6501-501
34976,7,Standard,MS35219-60,-,Release,T,SCREW,,,,,10.0,85H6501-501
34977,7,Standard,NAS1149D1490J,-,Release,T,WASHER,,,,,1.0,85H6501-501
34979,7,General,85H6582-001,-,Release,T,"TUBE,ASSY OF",,85H6182-001,,4.0,1.0,85H6503-501
34989,7,General,85H6582-011,-,Release,T,"TUBE,ASSY OF",,85H6182-011,,2.0,1.0,85H6503-501
34999,7,General,85H6582-021,-,Release,T,"TUBE,ASSY OF",,85H6182-021,,2.0,1.0,85H6503-501
35008,7,General,85H6582-031,-,Release,T,"TUBE,ASSY OF",,85H6182-041,,3.0,1.0,85H6503-501
35017,7,General,85H6582-041,-,Release,T,"TUBE,ASSY OF",,85H6182-041,,3.0,1.0,85H6503-501
35026,7,General,85H6582-061,-,Release,T,"TUBE,ASSY OF",,85H6182-031,,2.0,1.0,85H6503-501
35035,7,General,85H6582-081,-,Release,T,"TUBE,ASSY OF",,85H6182-061,,2.0,1.0,85H6503-501
35044,7,General,85H6582-091,-,Release,T,"TUBE,ASSY OF",,85H6182-051,,2.0,1.0,85H6503-501
35053,7,General,85H6592-011,-,Release,T,"TUBE,ASSY OF",,85H6192-051,,4.0,1.0,85H6503-501
35062,7,General,85H6592-021,-,Release,T,"TUBE,ASSY OF",,85H6192-041,,2.0,1.0,85H6503-501
35071,7,General,85H6592-031,-,Release,T,"TUBE,ASSY OF",,85H6192-031,,2.0,1.0,85H6503-501
35080,7,General,85H6592-051,-,Release,T,"TUBE,ASSY OF",,85H6192-021,,2.0,1.0,85H6503-501
35089,7,General,85H6592-081,-,Release,T,"TUBE,ASSY OF",,85H6192-051,,4.0,1.0,85H6503-501
35098,7,General,85H6592-561,-,Release,T,"TUBE,ASSY OF",,85H6592-061,,2.0,1.0,85H6503-501
35108,7,General,85H6592-571,-,Release,T,"TUBE,ASSY OF",,85H6592-071,,4.0,1.0,85H6503-501
35118,7,Standard,85TV0001T6,-,Release,T,UNION,,,,,2.0,85H6503-501
35119,7,Standard,85TV0006T10,-,Release,T,ADAPTER,,,,,2.0,85H6503-501
35120,7,Standard,85TV0033T060608,-,Release,T,TEE,,,,,2.0,85H6503-501
35121,7,Standard,85TV0033T100806,-,Release,T,TEE,,,,,2.0,85H6503-501
35122,7,Standard,85TV0034T06,-,Release,T,ELBOW,,,,,2.0,85H6503-501
35123,7,Standard,85TV0034T08,-,Release,T,ELBOW,,,,,1.0,85H6503-501
35124,7,Standard,85TV0054T1008,-,Release,T,ELBOW,,,,,1.0,85H6503-501
35125,7,Standard,85TV0062T6,-,Release,T,UNION,,,,,4.0,85H6503-501
35126,7,Standard,85TV1120-10,-,Release,T,NUT,,,,,2.0,85H6503-501
35127,7,Standard,85TV1120-6,-,Release,T,NUT,,,,,4.0,85H6503-501
35128,7,Standard,85TV1180-63E,-,Release,T,SUPPORT,,,,,2.0,85H6503-501
35129,7,Standard,85TV1180-63P,-,Release,T,SUPPORT,,,,,2.0,85H6503-501
35130,7,Standard,85TV1180-84B,-,Release,T,SUPPORT,,,,,2.0,85H6503-501
35131,7,Standard,AS4223T10,-,Release,T,UNION,,,,,1.0,85H6503-501
35132,7,Standard,AS5003T10,-,Release,T,TEE,,,,,1.0,85H6503-501
35133,7,Standard,M85052/1-10,-,Release,T,CLAMP,,,,,4.0,85H6503-501
35134,7,Standard,M85052/1-8,-,Release,T,CLAMP,,,,,2.0,85H6503-501
35135,7,Standard,MS35219-54,-,Release,T,SCREW,,,,,4.0,85H6503-501
35136,7,Standard,MS35219-55,-,Release,T,SCREW,,,,,1.0,85H6503-501
35137,7,Standard,MS35219-60,-,Release,T,SCREW,,,,,5.0,85H6503-501
35138,7,Standard,NAS1149D1490J,-,Release,T,WASHER,,,,,1.0,85H6503-501
35140,7,General,85H6581-231,A,Release,T,"TUBE,ASSY OF",,85H6194-001,,3.0,1.0,85H6507-101
35149,7,General,85H6581-241,A,Release,T,"TUBE,ASSY OF",,85H6194-011,,5.0,1.0,85H6507-101
35158,7,General,85H6581-251,A,Release,T,"TUBE,ASSY OF",,85H6194-011,,5.0,1.0,85H6507-101
35165,7,General,85H6581-261,A,Release,T,"TUBE,ASSY OF",,85H6194-021,,5.0,1.0,85H6507-101
35174,7,General,85H6581-271,A,Release,T,"TUBE,ASSY OF",,85H6194-021,,5.0,1.0,85H6507-101
35183,7,General,85H6582-111,A,Release,T,"TUBE,ASSY OF",,85H6194-031,,3.0,1.0,85H6507-101
35192,7,General,85H6582-121,A,Release,T,"TUBE,ASSY OF",,85H6194-041,,3.0,1.0,85H6507-101
35201,7,General,85H6582-131,A,Release,T,"TUBE,ASSY OF",,85H6194-051,,3.0,1.0,85H6507-101
35210,7,General,85H6582-141,A,Release,T,"TUBE,ASSY OF",,85H6194-061,,5.0,1.0,85H6507-101
35219,7,General,85H6582-151,A,Release,T,"TUBE,ASSY OF",,85H6194-061,,5.0,1.0,85H6507-101
35228,7,Standard,85TV0001T4,-,Release,T,UNION,,,,,4.0,85H6507-101
35229,7,Standard,85TV0034T04,-,Release,T,ELBOW,,,,,10.0,85H6507-101
35230,7,Standard,85TV1120-4,-,Release,T,NUT,,,,,4.0,85H6507-101
35231,7,Standard,AS4223T04,-,Release,T,UNION,,,,,4.0,85H6507-101
35232,7,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85H6507-101
35233,7,Standard,M85052/1-4,-,Release,T,CLAMP,,,,,6.0,85H6507-101
35234,7,Standard,MS35219-55,-,Release,T,SCREW,,,,,2.0,85H6507-101
35235,7,Standard,MS35219-60,-,Release,T,SCREW,,,,,1.0,85H6507-101
35236,7,Standard,NAS42DD6-48N,-,Release,T,SPACER,,,,,1.0,85H6507-101
35238,7,General,85H6581-451,-,Release,T,"TUBE,ASSY OF",,85H6181-141,,2.0,1.0,85H6509-101
35247,7,General,85H6581-461,-,Release,T,"TUBE,ASSY OF",,85H6181-131,,2.0,1.0,85H6509-101
35257,7,General,85H6581-471,-,Release,T,"TUBE,ASSY OF",,85H6185-001,,6.0,1.0,85H6509-101
35264,7,General,85H6591-141,-,Release,T,"TUBE,ASSY OF",,85H6191-121,,2.0,1.0,85H6509-101
35275,7,General,85H6591-151,-,Release,T,"TUBE,ASSY OF",,85H6191-131,,2.0,1.0,85H6509-101
35285,7,General,85H6591-161,-,Release,T,"TUBE,ASSY OF",,85H6191-141,,2.0,1.0,85H6509-101
35288,7,General,85H6591-171,-,Release,T,"TUBE,ASSY OF",,85H6181-111,,2.0,1.0,85H6509-101
35299,7,General,85H6591-181,-,Release,T,"TUBE,ASSY OF",,85H6181-121,,2.0,1.0,85H6509-101
35310,7,General,85H6591-191,-,Release,T,"TUBE,ASSY OF",,85H6184-021,,9.0,1.0,85H6509-101
35320,7,General,85H6591-211,-,Release,T,"TUBE,ASSY OF",,85H6191-161,,2.0,1.0,85H6509-101
35329,7,General,85H6591-221,-,Release,T,"TUBE,ASSY OF",,85H6191-171,,1.0,1.0,85H6509-101
35340,7,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,85H6509-101
35341,7,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,85H6509-101
35342,7,Standard,85TV0001T4,-,Release,T,UNION,,,,,1.0,85H6509-101
35343,7,Standard,85TV0003T10,-,Release,T,ELBOW,,,,,1.0,85H6509-101
35344,7,Standard,85TV0003T12,-,Release,T,ELBOW,,,,,2.0,85H6509-101
35345,7,Standard,85TV0006T6,-,Release,T,ADAPTER,,,,,1.0,85H6509-101
35346,7,Standard,85TV0008T12,-,Release,T,ELBOW,,,,,1.0,85H6509-101
35347,7,Standard,85TV0009T12-10,-,Release,T,REDUCER,,,,,1.0,85H6509-101
35348,7,Standard,85TV0009T8-6,-,Release,T,REDUCER,,,,,1.0,85H6509-101
35349,7,Standard,85TV0034T04,-,Release,T,ELBOW,,,,,1.0,85H6509-101
35350,7,Standard,85TV0034T06,-,Release,T,ELBOW,,,,,2.0,85H6509-101
35351,7,Standard,85TV0067-10,-,Release,T,VALVE,,,,,1.0,85H6509-101
35352,7,Standard,85TV0067-6,-,Release,T,VALVE,,,,,1.0,85H6509-101
35353,7,Standard,85TV1120-6,-,Release,T,NUT,,,,,1.0,85H6509-101
35354,7,Standard,85TV1522-101006,-,Release,T,TEE,,,,,1.0,85H6509-101
35355,7,Commercial,85VH8003-015,A,Release,T,SWITCH ASSY,1,85VH8003-005,,3.0,1.0,85H6509-101
35356,7,Standard,AS4223T06,-,Release,T,UNION,,,,,1.0,85H6509-101
35357,7,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85H6509-101
35358,7,Standard,M85052/1-10,-,Release,T,CLAMP,,,,,3.0,85H6509-101
35359,7,Standard,M85052/1-12,-,Release,T,CLAMP,,,,,2.0,85H6509-101
35360,7,Standard,M85052/1-4,-,Release,T,CLAMP,,,,,2.0,85H6509-101
35361,7,Standard,M85052/1-6,-,Release,T,CLAMP,,,,,2.0,85H6509-101
35362,7,Material,MS20995C20.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,85H6509-101
35363,7,Standard,MS28778-6,-,Release,T,PACKING,,,,,1.0,85H6509-101
35364,7,Standard,MS35219-55,-,Release,T,SCREW,,,,,3.0,85H6509-101
35365,7,Standard,MS35219-56,-,Release,T,SCREW,,,,,3.0,85H6509-101
35367,7,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,85H6550-101
35368,7,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,85H6550-101
35369,7,Standard,85TV1105-2,-,Release,T,SWITCH,,,,,2.0,85H6550-101
35370,7,Commercial,85VH8022-013,G,Release,T,"ACTUATOR ASSY,HYDRAULIC-SPEED BRAKE",1,85VH8022-003,,10.0,1.0,85H6550-101
35371,7,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85H6550-101
35372,7,Standard,MS14181H06026L,-,Release,T,BOLT,,,,,1.0,85H6550-101
35373,7,Standard,MS14181H06028L,-,Release,T,BOLT,,,,,1.0,85H6550-101
35374,7,Standard,MS14181H06030L,-,Release,T,BOLT,,,,,1.0,85H6550-101
35375,7,Standard,MS14181H07028L,-,Release,T,BOLT,,,,,1.0,85H6550-101
35376,7,Standard,MS14182L06,-,Release,T,NUT,,,,,3.0,85H6550-101
35377,7,Standard,MS14182L07,-,Release,T,NUT,,,,,1.0,85H6550-101
35378,7,Standard,MS14183L-6,-,Release,T,WASHER,,,,,5.0,85H6550-101
35379,7,Standard,MS14183L-7,-,Release,T,WASHER,,,,,2.0,85H6550-101
35380,7,Standard,MS14183L-C6,-,Release,T,WASHER,,,,,3.0,85H6550-101
35381,7,Standard,MS14183L-C7,-,Release,T,WASHER,,,,,1.0,85H6550-101
35382,7,Material,MS20995C32.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,85H6550-101
35384,7,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,85H6550-102
35385,7,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,85H6550-102
35386,7,Standard,85TV1105-2,-,Release,T,SWITCH,,,,,2.0,85H6550-102
35387,7,Commercial,85VH8022-014,G,Release,T,"ACTUATOR ASSY,HYDRAULIC-SPEED BRAKE",,85VH8022-004,,8.0,1.0,85H6550-102
35388,7,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85H6550-102
35389,7,Standard,MS14181H06026L,-,Release,T,BOLT,,,,,1.0,85H6550-102
35390,7,Standard,MS14181H06028L,-,Release,T,BOLT,,,,,1.0,85H6550-102
35391,7,Standard,MS14181H06030L,-,Release,T,BOLT,,,,,1.0,85H6550-102
35392,7,Standard,MS14181H07028L,-,Release,T,BOLT,,,,,1.0,85H6550-102
35393,7,Standard,MS14182L06,-,Release,T,NUT,,,,,3.0,85H6550-102
35394,7,Standard,MS14182L07,-,Release,T,NUT,,,,,1.0,85H6550-102
35395,7,Standard,MS14183L-6,-,Release,T,WASHER,,,,,5.0,85H6550-102
35396,7,Standard,MS14183L-7,-,Release,T,WASHER,,,,,2.0,85H6550-102
35397,7,Standard,MS14183L-C6,-,Release,T,WASHER,,,,,3.0,85H6550-102
35398,7,Standard,MS14183L-C7,-,Release,T,WASHER,,,,,1.0,85H6550-102
35399,7,Material,MS20995C32.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,85H6550-102
35401,7,Material,85MP0102 & NOTED.TYPE II M. COLOR ALUMINUM 17178 PER FED-STD-595.NA,-,Release,T,MARKING,,,,,1.0,85N4001-005
35403,7,General,85P6051-001,-,Release,T,"DUCT, ASSY OF",,85P6410-001,,4.0,1.0,85P6050-101
35419,7,General,85P6052-001,A,Release,T,"DUCT,ASSY OF",,85P6420-001,,5.0,1.0,85P6050-101
35435,7,General,85P6053-001,-,Release,T,"DUCT, ASSY OF",,85P6430-001,,4.0,1.0,85P6050-101
35454,7,General,85P6054-001,A,Release,T,"DUCT,ASSY OF",,85P6440-001,,5.0,1.0,85P6050-101
35473,7,General,85P6055-001,B,Release,T,"DUCT,ASSY OF",,85P6450-001,,6.0,1.0,85P6050-101
35487,7,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,85P6050-101
35488,7,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,85P6050-101
35489,7,Standard,85TV1043-200S,-,Release,T,CLAMP,,,,,3.0,85P6050-101
35490,7,Standard,85TV1072-2,-,Release,T,COVER,,,,,6.0,85P6050-101
35491,7,Commercial,85VP8730-013,B,Release,T,VALVE,1,85VP8730-003,,6.0,1.0,85P6050-101
35492,7,Standard,AS1895/1E150,-,Release,T,COUPLING,,,,,1.0,85P6050-101
35493,7,Standard,AS1895/4-150,-,Release,T,COUPLING,,,,,5.0,85P6050-101
35494,7,Standard,AS1895/7-150,-,Release,T,GASKET,,,,,6.0,85P6050-101
35495,7,Material,MS20995C32.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,85P6050-101
35496,7,Standard,MS21042L3,-,Release,T,NUT,,,,,6.0,85P6050-101
35497,7,Standard,NAS1149C0332R,-,Release,T,WASHER,,,,,6.0,85P6050-101
35499,7,General,85P6061-001,-,Release,T,"DUCT,ASSY OF",,85P6470-001,,3.0,1.0,85P6060-101
35577,7,Standard,85TV1034-4D1040,-,Release,T,BOLT,,,,,2.0,85P6060-101
35578,7,Standard,85TV1072-2,-,Release,T,COVER,,,,,1.0,85P6060-101
35579,7,Standard,AS1895/4-150,-,Release,T,COUPLING,,,,,1.0,85P6060-101
35580,7,Standard,AS1895/7-150,-,Release,T,GASKET,,,,,1.0,85P6060-101
35581,7,Standard,MS14144L3,-,Release,T,NUT,,,,,2.0,85P6060-101
35582,7,Material,MS20995C32.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,85P6060-101
35583,7,Standard,MS24665-86,-,Release,T,PIN,,,,,2.0,85P6060-101
35584,7,Standard,NAS1149C0363R,-,Release,T,WASHER,,,,,4.0,85P6060-101
35585,7,Standard,NAS1149C0432B,-,Release,T,WASHER,,,,,1.0,85P6060-101
35586,7,Standard,NAS6204-2,-,Release,T,BOLT,,,,,1.0,85P6060-101
35588,7,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,85P6250-601
35589,7,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,85P6250-601
35590,7,Commercial,85VP8755-017,A,Release,T,NUT,1,85VP8755-003,,7.0,4.0,85P6250-601
35591,7,Commercial,85VP8756-013,A,Release,T,MOUNTING CLIP,1,85VP8756-003,,4.0,24.0,85P6250-601
35592,7,Commercial,85VP8757-013,A,Release,T,GROMMET,1,85VP8757-003,,4.0,48.0,85P6250-601
35593,7,Commercial,85VP8760-109,-,Release,T,SENSOR,,85VP8760-109,,1.0,2.0,85P6250-601
35594,7,Commercial,85VP8760-153,-,Release,T,SENSOR,,85VP8760-153,,1.0,2.0,85P6250-601
35595,7,Commercial,85VP8760-155,-,Release,T,SENSOR,,85VP8760-155,,1.0,2.0,85P6250-601
35596,7,Commercial,85VP8762-023,A,Release,T,CABLE,,85VP8762-023,,2.0,2.0,85P6250-601
35597,7,Material,MS20995C20.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,85P6250-601
35598,7,Standard,MS21042L3,-,Release,T,NUT,,,,,7.0,85P6250-601
35599,7,Material,MS21266-4T.-.NA,-,Release,T,GROMMET,,,,,9999.0,85P6250-601
35600,7,Standard,MS21919WDG2,-,Release,T,CLAMP,,,,,2.0,85P6250-601
35601,7,Standard,MS21919WDG4,-,Release,T,CLAMP,,,,,4.0,85P6250-601
35602,7,Standard,MS35207-262,-,Release,T,SCREW,,,,,4.0,85P6250-601
35603,7,Standard,MS35207-263,-,Release,T,SCREW,,,,,1.0,85P6250-601
35604,7,Standard,NAS1149F0332P,-,Release,T,WASHER,,,,,23.0,85P6250-601
35606,7,Standard,NAS42DD6-21N,-,Release,T,SPACER,,,,,5.0,85P6250-601
35607,7,Standard,NAS42DD6-36N,-,Release,T,SPACER,,,,,2.0,85P6250-601
35608,7,Standard,NAS42DD6-38N,-,Release,T,SPACER,,,,,1.0,85P6250-601
35609,7,Standard,NAS6203-11,-,Release,T,BOLT,,,,,1.0,85P6250-601
35610,7,Standard,NAS6203-2,-,Release,T,BOLT,,,,,16.0,85P6250-601
35612,7,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,85P6270-601
35613,7,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,85P6270-601
35614,7,Material,85TB5434-1-2.-.NA,-,Release,T,WRAPPING,,,,,9999.0,85P6270-601
35615,7,Commercial,85VP8755-017,A,Release,T,NUT,1,85VP8755-003,,7.0,2.0,85P6270-601
35616,7,Commercial,85VP8756-013,A,Release,T,MOUNTING CLIP,1,85VP8756-003,,4.0,4.0,85P6270-601
35617,7,Commercial,85VP8757-013,A,Release,T,GROMMET,1,85VP8757-003,,4.0,8.0,85P6270-601
35618,7,Commercial,85VP8760-175,-,Release,T,SENSOR,,85VP8760-175,,1.0,2.0,85P6270-601
35619,7,Commercial,85VP8762-033,-,Release,T,CABLE,,85VP8762-033,,1.0,2.0,85P6270-601
35620,7,Material,MS20995C20.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,85P6270-601
35621,7,Standard,MS21919WDG4,-,Release,T,CLAMP,,,,,3.0,85P6270-601
35622,7,Standard,NAS1149F0332P,-,Release,T,WASHER,,,,,7.0,85P6270-601
35624,7,Standard,NAS6203-2,-,Release,T,BOLT,,,,,7.0,85P6270-601
35626,7,General,85P9114-003,A,Release,T,BRACKET,,85P9392-003,,4.0,9.0,85P6350-111
35628,7,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,85P6350-111
35629,7,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,85P6350-111
35630,7,Standard,85TV1026-10R,-,Release,T,NUT,,,,,9.0,85P6350-111
35631,7,Commercial,85VP8755-013,A,Release,T,BRACKET,1,85VP8755-003,,7.0,2.0,85P6350-111
35632,7,Commercial,85VP8755-017,A,Release,T,NUT,1,85VP8755-003,,7.0,6.0,85P6350-111
35633,7,Commercial,85VP8756-013,A,Release,T,MOUNTING CLIP,1,85VP8756-003,,4.0,30.0,85P6350-111
35634,7,Commercial,85VP8757-013,A,Release,T,GROMMET,1,85VP8757-003,,4.0,60.0,85P6350-111
35635,7,Commercial,85VP8760-129,-,Release,T,SENSOR,,85VP8760-129,,1.0,2.0,85P6350-111
35636,7,Commercial,85VP8760-135,-,Release,T,SENSOR,,85VP8760-135,,1.0,2.0,85P6350-111
35637,7,Commercial,85VP8760-143,-,Release,T,SENSOR,,85VP8760-143,,1.0,2.0,85P6350-111
35638,7,Material,MS20995C20.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,85P6350-111
35639,7,Standard,MS21042L3,-,Release,T,NUT,,,,,1.0,85P6350-111
